id;behavioral/mechanistic;Syntactic_phenomena;Notes_exclude;exclude;model;causal, bidir;language;language_tested;Avg. Performance;Benchmarks;Benchmarks;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Dependency parsing & constituency;Hierarchical structure;Hierarchical structure;Hierarchical structure;Hierarchical structure;Word order;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;Agreement & feature-checking;POS & other lexical properties;POS & other lexical properties;Negation & NPIs;Negation & NPIs;Binding & coreference;Binding & coreference;Binding & coreference;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Ellipsis & filler–gap dependencies;Typology;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;Argument structure & constructions;notes;
635;behavioral;;;;Gemma3 27B-it;causal;;Spanish;;;;;;;;;;;;;0.95;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Standard Arabic;;;;;;;;;;;;;0.908;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Swedish;;;;;;;;;;;;;0.995;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Tamil;;;;;;;;;;;;;0.976;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Tektiteko;;;;;;;;;;;;;0.435;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Tupinambá;;;;;;;;;;;;;0.111;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Turkish;;;;;;;;;;;;;0.946;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Uighur;;;;;;;;;;;;;0.776;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Ukrainian;;;;;;;;;;;;;0.944;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Upper Sorbian;;;;;;;;;;;;;0.785;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Urdu;;;;;;;;;;;;;0.967;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Urubú-Kaapor;;;;;;;;;;;;;0.385;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Uzbek;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Veps;;;;;;;;;;;;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Warlpiri;;;;;;;;;;;;;0.167;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Welsh;;;;;;;;;;;;;0.881;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Western Armenian;;;;;;;;;;;;;0.899;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Wolof;;;;;;;;;;;;;0.692;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Yakut;;;;;;;;;;;;;0.736;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;Gemma3 27B-it;causal;;Tenango Nahuatl;;;;;;;;;;;;;0.474;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Abkhazian;;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Akuntsu;;;;;;;;;;;;;0.357;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Albanian;;;;;;;;;;;;;0.807;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Amharic;;;;;;;;;;;;;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Ancient Greek;;;;;;;;;;;;;0.912;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Ancient Hebrew;;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Apurinã;;;;;;;;;;;;;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Armenian;;;;;;;;;;;;;0.869;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Basque;;;;;;;;;;;;;0.901;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Belarusian;;;;;;;;;;;;;0.747;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Bengali;;;;;;;;;;;;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Bhojpuri;;;;;;;;;;;;;0.559;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Borôro;;;;;;;;;;;;;0.631;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Breton;;;;;;;;;;;;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Bulgarian;;;;;;;;;;;;;0.897;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Buriat;;;;;;;;;;;;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Catalan;;;;;;;;;;;;;0.909;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Church Slavonic;;;;;;;;;;;;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Classical Armenian;;;;;;;;;;;;;0.664;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Czech;;;;;;;;;;;;;0.837;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Danish;;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Dutch;;;;;;;;;;;;;0.908;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Egyptian (Ancient);;;;;;;;;;;;;0.455;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;English;;;;;;;;;;;;;0.995;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Erzya;;;;;;;;;;;;;0.571;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Estonian;;;;;;;;;;;;;0.713;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Faroese;;;;;;;;;;;;;0.832;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Finnish;;;;;;;;;;;;;0.915;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;French;;;;;;;;;;;;;0.986;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Galician;;;;;;;;;;;;;0.843;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Georgian;;;;;;;;;;;;;0.873;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;German;;;;;;;;;;;;;0.973;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Gheg Albanian;;;;;;;;;;;;;0.731;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Gothic;;;;;;;;;;;;;0.637;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Gujarati;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Hebrew;;;;;;;;;;;;;0.801;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;H-P Nahuatl;;;;;;;;;;;;;0.652;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Hindi;;;;;;;;;;;;;0.983;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Hittite;;;;;;;;;;;;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Hungarian;;;;;;;;;;;;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Icelandic;;;;;;;;;;;;;0.797;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Irish;;;;;;;;;;;;;0.821;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Italian;;;;;;;;;;;;;0.918;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;K’iche’;;;;;;;;;;;;;0.656;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Kangri;;;;;;;;;;;;;0.744;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Karelian;;;;;;;;;;;;;0.562;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Karo (Ethiopia);;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Kazakh;;;;;;;;;;;;;0.809;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Kirghiz;;;;;;;;;;;;;0.886;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Komi-Permyak;;;;;;;;;;;;;0.442;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Komi-Zyrian;;;;;;;;;;;;;0.544;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Latin;;;;;;;;;;;;;0.847;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Latvian;;;;;;;;;;;;;0.755;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Ligurian;;;;;;;;;;;;;0.591;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Lithuanian;;;;;;;;;;;;;0.851;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Livvi;;;;;;;;;;;;;0.674;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Low German;;;;;;;;;;;;;0.651;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Macedonian;;;;;;;;;;;;;0.821;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Marathi;;;;;;;;;;;;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Middle French;;;;;;;;;;;;;0.969;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Modern Greek;;;;;;;;;;;;;0.969;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Moksha;;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Nhengatu;;;;;;;;;;;;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Nigerian Pidgin;;;;;;;;;;;;;0.962;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Northern Kurdish;;;;;;;;;;;;;0.658;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Northern Sami;;;;;;;;;;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Old French;;;;;;;;;;;;;0.767;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Old Russian;;;;;;;;;;;;;0.722;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Ottoman Turkish;;;;;;;;;;;;;0.899;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Persian;;;;;;;;;;;;;0.903;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Phrygian;;;;;;;;;;;;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Polish;;;;;;;;;;;;;0.859;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Portuguese;;;;;;;;;;;;;0.935;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Romanian;;;;;;;;;;;;;0.92;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Russian;;;;;;;;;;;;;0.941;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Sanskrit;;;;;;;;;;;;;0.784;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Scottish Gaelic;;;;;;;;;;;;;0.985;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Serbo-Croatian;;;;;;;;;;;;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Skolt Sami;;;;;;;;;;;;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Slovak;;;;;;;;;;;;;0.772;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Slovenian;;;;;;;;;;;;;0.821;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Spanish;;;;;;;;;;;;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Standard Arabic;;;;;;;;;;;;;0.873;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Swedish;;;;;;;;;;;;;0.995;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Tamil;;;;;;;;;;;;;0.969;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Tektiteko;;;;;;;;;;;;;0.449;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Tupinambá;;;;;;;;;;;;;0.111;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Turkish;;;;;;;;;;;;;0.832;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Uighur;;;;;;;;;;;;;0.736;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Ukrainian;;;;;;;;;;;;;0.871;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Upper Sorbian;;;;;;;;;;;;;0.661;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Urdu;;;;;;;;;;;;;0.965;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Urubú-Kaapor;;;;;;;;;;;;;0.385;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Uzbek;;;;;;;;;;;;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Veps;;;;;;;;;;;;;0.513;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Warlpiri;;;;;;;;;;;;;0.167;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Welsh;;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Western Armenian;;;;;;;;;;;;;0.804;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Wolof;;;;;;;;;;;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Yakut;;;;;;;;;;;;;0.778;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B;causal;;Tenango Nahuatl;;;;;;;;;;;;;0.553;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Abkhazian;;;;;;;;;;;;;0.675;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Akuntsu;;;;;;;;;;;;;0.286;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Albanian;;;;;;;;;;;;;0.819;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Amharic;;;;;;;;;;;;;0.938;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Ancient Greek;;;;;;;;;;;;;0.903;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Ancient Hebrew;;;;;;;;;;;;;0.857;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Apurinã;;;;;;;;;;;;;0.893;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Armenian;;;;;;;;;;;;;0.849;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Basque;;;;;;;;;;;;;0.905;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Belarusian;;;;;;;;;;;;;0.744;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Bengali;;;;;;;;;;;;;0.857;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Bhojpuri;;;;;;;;;;;;;0.676;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Borôro;;;;;;;;;;;;;0.602;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Breton;;;;;;;;;;;;;0.646;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Bulgarian;;;;;;;;;;;;;0.878;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Buriat;;;;;;;;;;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Catalan;;;;;;;;;;;;;0.902;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Church Slavonic;;;;;;;;;;;;;0.611;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Classical Armenian;;;;;;;;;;;;;0.651;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Czech;;;;;;;;;;;;;0.828;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Danish;;;;;;;;;;;;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Dutch;;;;;;;;;;;;;0.905;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Egyptian (Ancient);;;;;;;;;;;;;0.409;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;English;;;;;;;;;;;;;0.991;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Erzya;;;;;;;;;;;;;0.558;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Estonian;;;;;;;;;;;;;0.706;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Faroese;;;;;;;;;;;;;0.784;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Finnish;;;;;;;;;;;;;0.914;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;French;;;;;;;;;;;;;0.978;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Galician;;;;;;;;;;;;;0.839;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Georgian;;;;;;;;;;;;;0.873;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;German;;;;;;;;;;;;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Gheg Albanian;;;;;;;;;;;;;0.703;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Gothic;;;;;;;;;;;;;0.625;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Gujarati;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Hebrew;;;;;;;;;;;;;0.781;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;H-P Nahuatl;;;;;;;;;;;;;0.671;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Hindi;;;;;;;;;;;;;0.983;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Hittite;;;;;;;;;;;;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Hungarian;;;;;;;;;;;;;0.864;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Icelandic;;;;;;;;;;;;;0.793;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Irish;;;;;;;;;;;;;0.857;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Italian;;;;;;;;;;;;;0.907;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;K’iche’;;;;;;;;;;;;;0.672;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Kangri;;;;;;;;;;;;;0.674;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Karelian;;;;;;;;;;;;;0.535;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Karo (Ethiopia);;;;;;;;;;;;;0.408;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Kazakh;;;;;;;;;;;;;0.775;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Kirghiz;;;;;;;;;;;;;0.903;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Komi-Permyak;;;;;;;;;;;;;0.419;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Komi-Zyrian;;;;;;;;;;;;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Latin;;;;;;;;;;;;;0.838;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Latvian;;;;;;;;;;;;;0.739;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Ligurian;;;;;;;;;;;;;0.567;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Lithuanian;;;;;;;;;;;;;0.832;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Livvi;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Low German;;;;;;;;;;;;;0.627;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Macedonian;;;;;;;;;;;;;0.795;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Marathi;;;;;;;;;;;;;0.859;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Middle French;;;;;;;;;;;;;0.939;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Modern Greek;;;;;;;;;;;;;0.952;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Moksha;;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Nhengatu;;;;;;;;;;;;;0.589;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Nigerian Pidgin;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Northern Kurdish;;;;;;;;;;;;;0.675;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Northern Sami;;;;;;;;;;;;;0.637;;;;;;;;;;;;;;;;;;;;;;;;;;
635;behavioral;;;;OLMo2 32B-it;causal;;Old French;;;;;;;;;;;;;0.746;;;;;;;;;;;;;;;;;;;;;;;;;;
